hospital_id,n_landmarks,n_patienthealthsystemstayid_clusters,calibration_in_the_large,calibration_in_the_large_ci_low,calibration_in_the_large_ci_high,calibration_intercept,calibration_intercept_ci_low,calibration_intercept_ci_high,calibration_slope,calibration_slope_ci_low,calibration_slope_ci_high,calibration_in_the_large_se,calibration_slope_se,log_calibration_slope,log_calibration_slope_se
303,1549,113,1.4209090391033914,0.8816507662826176,1.9601673119241652,0.6953430549965012,-0.7842925031225974,2.1749786131155995,0.7952292210336671,0.44038046142921017,1.150077980638124,0.27513177184733356,0.18104528551247803,-0.22912487754219868,0.2276642768196432
307,22213,1413,0.48114531205570643,0.2658243410612351,0.6964662830501778,2.323968065084959,1.601627296847,3.046308833322918,1.5035853879425172,1.3068664418298799,1.7003043340551545,0.10985763826248537,0.10036680924114148,0.40785251461232613,0.06675165244754198
310,16163,920,-0.6128894417467126,-0.9820488118765719,-0.24373007161685323,1.262187490094383,0.314742573754223,2.209632406434543,1.5887674176016506,1.3020419438859692,1.875492891317332,0.18834661741319353,0.14628850699779666,0.4629585065466572,0.09207672902722844
312,5341,410,0.11587046764613929,-0.2629446194459519,0.49468555473823045,0.49032263971903894,-0.3893914267222209,1.3700367061602987,1.1225495959407736,0.8625194232077861,1.3825797686737613,0.19327300361841387,0.13266845547601408,0.11560252312437977,0.11818493896016131
318,15411,1015,0.02769248619221072,-0.2239187226160776,0.279303695000499,-0.21603352873682666,-0.7680036237909552,0.33593656631730184,0.9186959573960916,0.7604007752067495,1.0769911395854335,0.12837306571851445,0.08076284805578672,-0.08480005206697046,0.08791031179096197
331,24660,1482,0.1854308129305541,-0.04783706357813178,0.41869868943924,0.5249216972666291,-0.12673140859607968,1.1765748031293377,1.0912370490028456,0.9287696792080964,1.2537044187975948,0.11901422270851321,0.08289151520140264,0.0873119600626197,0.07596105289602066
336,11734,772,0.9960467554464367,0.7864232378947802,1.2056702729980933,0.9609312013652473,0.40929413124577385,1.5125682714847208,0.9899091055313819,0.8465850632928996,1.133233147769864,0.10695077426104925,0.07312451134616439,-0.010142152663099441,0.07386992496337454
337,6085,404,0.4777650084400616,0.03634392100875061,0.9191860958713726,1.59995907397628,0.12677079796622337,3.0731473499863364,1.287747524736148,0.9080418789875219,1.6674531704847744,0.22521484052617907,0.19372737027991135,0.2528945872999149,0.15043893819140128
338,50738,3163,0.6157234985750644,0.4982700006961952,0.7331769964539335,0.8801660631225473,0.5439661942063168,1.2163659320387779,1.0765298189900605,0.9868575011607779,1.1662021368193431,0.0599252540198312,0.04575118256596054,0.07374273738296432,0.04249876014477863
345,21644,1357,0.0722841376956992,-0.12695608927630464,0.271524364667703,1.0661629104961425,0.5515788097720192,1.5807470112202657,1.3280737125271451,1.1639138238858673,1.492233601168423,0.10165317702653257,0.08375504522514175,0.2837295559348607,0.06306505763581993
383,5624,376,0.8753094864735681,0.44184615018398454,1.3087728227631517,-0.6925003971482321,-2.1195737921216082,0.734572997825144,0.6286656003028318,0.3177503423981062,0.9395808582075574,0.22115476341305285,0.15863023362486,-0.46415580068919693,0.2523284772515737
384,11143,759,0.1828494649040104,-0.11656141085186791,0.48226034065988876,0.7754824854367037,-0.0012830689938857498,1.552248039867293,1.1781270198347065,0.9662783920262685,1.3899756476431444,0.1527606508958563,0.10808603459614181,0.16392590610132607,0.09174395695576738
386,6200,394,-0.6025142322570686,-1.0801654794551028,-0.12486298505903431,-1.5780953173425158,-2.3986322362148584,-0.7575583984701735,0.647863371571598,0.4263644180299727,0.8693623251132233,0.2436996159173644,0.11300967017429862,-0.43407545120120344,0.17443441801649912
387,7652,476,1.0205514040706587,0.7547313237903679,1.2863714843509495,1.1818839065265714,0.4354887112917428,1.9282791017614,1.0460104254167735,0.8575824220758772,1.2344384287576697,0.1356224899389239,0.09613673639841647,0.04498333253070351,0.09190800976970344
388,13621,824,0.2303848435793583,-0.08923853731705084,0.5500082244757674,0.8967445211608083,0.01348968647221127,1.7799993558494052,1.190670827597319,0.972022859697481,1.4093187954971569,0.16307315351857607,0.11155508566318262,0.1745168689626451,0.09369095393753124
389,4945,351,0.0296293968180972,-0.439757907391993,0.49901670102818735,-0.71793836750976,-1.626067260975995,0.1901905259564748,0.7630427121716057,0.5328537426656794,0.993231681677532,0.2394833184745358,0.1174433517887379,-0.27044127000940676,0.1539145186964649
390,15482,900,-0.7877190855850531,-1.10751516028926,-0.46792301088084626,-1.2364769851342585,-1.8094099101256182,-0.6635440601428988,0.8339253867321516,0.6660010486981027,1.0018497247662004,0.16316126260418715,0.08567568267043307,-0.18161134497550213,0.10273782766844972
392,10735,609,-0.6253020654946981,-1.0910791237691226,-0.15952500722027357,-0.39625525973440384,-1.276127472286118,0.48361695281731026,1.0715154962093036,0.8366552067695099,1.3063757856490974,0.2376413562624615,0.11982667828560906,0.06907399799145766,0.11182916038967187
394,24781,1564,0.3131857877952654,0.10275870608488366,0.5236128695056471,1.115725617279793,0.5689392990336085,1.6625119355259774,1.236660675037355,1.0875935463103088,1.3857278037644012,0.10736075597468454,0.07605465751379908,0.21241474295622623,0.06150002102355341
400,19304,1206,0.2120900638349501,0.029271563069432488,0.39490856460046775,-0.24896409233803335,-0.5982331468526016,0.1003049621765349,0.8304327749261752,0.7263406187469253,0.934524931105425,0.09327474528852941,0.053108242948596854,-0.18580829850765399,0.06395248905405755
407,9057,529,-0.15005855836667079,-0.5438431245352654,0.24372600780192386,-1.0633240003412716,-1.790631650990663,-0.3360163496918801,0.7209854504021325,0.5418585578854584,0.9001123429188065,0.20091049294316055,0.09139127169218063,-0.3271363216481909,0.12675882937888244
416,23903,1402,-0.09440078187128643,-0.3069090571030216,0.11810749336044872,0.41882543500081276,-0.020249411610564427,0.8579002816121899,1.168747611663746,1.0416995856209166,1.2957956377065756,0.10842258940394651,0.06482042145042322,0.15593275812241172,0.055461436501375576
417,24357,1490,0.26067552025542895,0.061298132123437515,0.4600529083874204,0.29397733865348247,-0.2154947267758351,0.8034494040828,1.0097013783148943,0.868883383372512,1.1505193732572765,0.10172315721019973,0.07184591578692971,0.00965462210088616,0.07115560831147368
419,4962,357,0.05591551876066081,-0.3831324971472731,0.4949635346685947,0.5528768944135148,-0.42839860518858863,1.5341523940156183,1.1609547935282962,0.8863176181191468,1.4355919689374457,0.22400408974894587,0.14012100786181095,0.14924276442820855,0.12069462880287056
420,58259,3118,-0.17180575639447856,-0.32164854288964617,-0.02196296989931093,0.5044471229002304,0.11322489325054858,0.8956693525499122,1.212437712088675,1.0935477297725402,1.3313276944048096,0.07645040127304471,0.06065815424292586,0.19263297103668406,0.05002991381588555
440,21592,1117,-1.0173844270902899,-1.4165945929440622,-0.6181742612365174,0.5426878986802853,-0.3235539007001943,1.4089296980607648,1.5175993259433032,1.221720651498173,1.8134780003884332,0.20367865604784305,0.15095850736996433,0.4171296954789108,0.09947191250637395
444,15316,1045,0.3505691727670999,0.09823503631784641,0.6029033092163534,0.9226846772941352,0.24015816160210068,1.6052111929861697,1.1673845713394573,0.9926242767307589,1.3421448659481556,0.12874190635165997,0.08916341561668284,0.1547658374414013,0.07637878536836984
449,27636,1697,-0.32040861949076427,-0.5326763210547338,-0.1081409179267947,-0.08798827525009288,-0.5521181901322803,0.3761416396320945,1.0828986572870265,0.9411480531760799,1.2246492613979731,0.10829984773671918,0.07232173679129932,0.0796413877280985,0.06678532317371796
452,9889,636,-0.7743806140376146,-1.1491166719241963,-0.39964455615103284,-0.25490084744917046,-1.1731122437701573,0.6633105488718165,1.2117975451896326,0.902443371658852,1.521151718720413,0.19119186626866413,0.15783376200550028,0.19210483177132148,0.13024763305722087
458,50172,2870,-0.7509215590066353,-0.9719676701140288,-0.5298754478992417,-0.9355726978399455,-1.3519288487858472,-0.5192165468940437,0.939494942953388,0.8335145216050327,1.0454753643017431,0.11277862811601713,0.0540716435450792,-0.0624128428430634,0.057553948481191455
